card_id,customer_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
C06341,388,Mastercard,Debit,4867********3610,2030-04-01,893,Yes,4,"10,000",2018-11-02,2022,No
C09505,1126,Visa,Debit,4220********1703,2028-02-01,291,No,4,"20,000",2011-12-22,2019,No
C09442,611,American Express,Credit,4850********5836,2027-08-01,586,Yes,3,"10,000",2019-10-27,2022,Yes
C03296,2661,Visa,Debit,4833********4871,2028-01-01,537,Yes,1,"5,000",2022-03-10,2022,No
C10075,2250,Visa,Debit,4489********7411,2026-06-01,268,Yes,4,"15,000",2010-12-05,2019,No
C07747,1358,Visa,Debit,4560********8199,2025-08-01,354,No,2,"20,000",2012-02-24,2023,No
C03052,289,Visa,Debit,4262********3812,2029-08-01,288,Yes,2,"5,000",2013-02-06,2020,No
C01578,898,Visa,Credit,5853********4260,2025-02-01,584,Yes,2,"20,000",2022-11-22,2019,No
C03827,1743,Visa,Debit,4388********9645,2030-07-01,927,Yes,4,"5,000",2018-05-06,2020,No
C01068,1620,Mastercard,Debit,5503********8813,2027-08-01,621,No,4,"15,000",2023-11-07,2018,No
C04036,1976,Mastercard,Credit,4826********2379,2028-12-01,891,Yes,4,"5,000",2022-12-28,2022,No
C02489,2502,American Express,Credit,5157********1186,2027-06-01,969,Yes,2,"15,000",2018-02-10,2021,Yes
C01720,2280,Visa,Credit,4211********4013,2027-08-01,568,Yes,3,"25,000",2019-11-16,2019,No
C04468,1618,Visa,Credit,5144********8316,2029-07-01,507,Yes,4,"5,000",2013-01-19,2021,No
C10755,2295,Mastercard,Credit,4683********5111,2029-04-01,132,Yes,1,"15,000",2015-11-05,2021,No
C02418,2402,Mastercard,Debit,5826********4593,2030-04-01,324,Yes,1,"15,000",2012-01-25,2022,No
C06712,736,Mastercard,Debit,5044********8816,2027-02-01,249,Yes,1,"25,000",2020-03-20,2022,Yes
C03879,2824,Mastercard,Credit,4453********2866,2029-07-01,503,Yes,1,"10,000",2014-11-13,2018,No
C05800,2902,Mastercard,Debit,4459********1711,2025-06-01,439,No,1,"15,000",2023-02-01,2020,No
C05415,2531,Visa,Debit,5277********3389,2025-11-01,397,Yes,3,"25,000",2016-08-08,2021,No
C11163,915,Mastercard,Credit,5981********9981,2025-09-01,506,Yes,3,"20,000",2010-08-26,2018,No
C00620,1260,Mastercard,Credit,4807********6151,2027-02-01,159,Yes,2,"20,000",2013-08-27,2019,No
C02115,1390,Visa,Credit,5264********2526,2027-12-01,273,Yes,4,"10,000",2015-12-07,2023,No
C05861,1138,Mastercard,Credit,4846********3039,2027-02-01,258,Yes,2,"10,000",2011-05-22,2023,No
C02654,2631,American Express,Debit,4132********7103,2027-06-01,613,Yes,1,"15,000",2015-06-06,2022,No
C09537,178,Visa,Credit,4919********9992,2030-11-01,469,Yes,2,"10,000",2014-04-03,2021,No
C03587,1163,Visa,Credit,4271********5920,2030-12-01,399,Yes,4,"25,000",2023-03-10,2018,No
C01407,94,Visa,Credit,4322********2694,2030-05-01,116,Yes,3,"15,000",2016-07-01,2018,No
C02790,187,American Express,Credit,5477********5770,2025-05-01,286,Yes,3,"15,000",2012-03-14,2022,No
C04133,293,Mastercard,Credit,5154********6633,2025-11-01,555,Yes,3,"20,000",2014-07-04,2020,No
C01012,742,Visa,Credit,5143********9911,2027-12-01,100,Yes,2,"10,000",2012-09-05,2021,No
C10228,2110,Mastercard,Credit,4132********6046,2025-08-01,736,Yes,3,"20,000",2012-04-12,2020,No
C09611,1826,Visa,Credit,4292********7338,2028-10-01,896,Yes,4,"15,000",2011-08-03,2018,No
C09043,291,Mastercard,Credit,5104********9182,2026-06-01,234,Yes,2,"15,000",2015-04-24,2018,No
C01755,1551,Mastercard,Credit,5399********8580,2027-06-01,340,Yes,3,"15,000",2022-12-12,2020,Yes
C07832,2982,American Express,Credit,5474********7303,2025-04-01,956,Yes,4,"20,000",2011-04-21,2019,No
C00065,16,Mastercard,Credit,5765********5560,2025-08-01,314,Yes,1,"15,000",2013-12-22,2023,No
C08531,2530,Visa,Credit,4770********3397,2025-01-01,159,Yes,2,"15,000",2018-04-10,2018,No
C05492,799,Visa,Debit,4741********4448,2028-05-01,802,Yes,1,"20,000",2020-07-11,2023,No
C05754,2992,Visa,Debit,5019********5696,2026-12-01,396,No,2,"20,000",2018-09-08,2023,No
C03402,1499,Visa,Debit,5968********1645,2028-06-01,728,Yes,4,"15,000",2015-11-09,2020,No
C09376,741,Mastercard,Debit,5176********5793,2028-05-01,180,Yes,3,"20,000",2018-09-06,2019,No
C05822,2836,Mastercard,Credit,4595********5616,2025-03-01,142,Yes,4,"5,000",2010-09-15,2018,No
C03685,149,Mastercard,Credit,4946********3190,2029-04-01,288,Yes,2,"15,000",2010-03-18,2023,No
C07972,2549,Mastercard,Credit,5102********5082,2029-10-01,109,Yes,3,"5,000",2023-05-17,2020,Yes
C02626,36,Visa,Credit,4504********5808,2030-07-01,640,Yes,1,"25,000",2015-05-27,2020,No
C10661,2127,Mastercard,Credit,4119********2994,2026-10-01,158,No,3,"10,000",2019-02-07,2019,No
C03854,670,Visa,Credit,5015********5565,2030-11-01,874,Yes,3,"10,000",2020-08-08,2018,No
C07214,782,Mastercard,Debit,5491********1765,2028-11-01,420,No,2,"5,000",2023-03-26,2023,No
C01853,1594,Mastercard,Credit,4873********8753,2025-08-01,938,No,4,"5,000",2017-08-11,2020,No
C07569,247,Mastercard,Credit,5382********7445,2027-02-01,519,Yes,1,"10,000",2022-04-13,2019,No
C05659,1873,Mastercard,Credit,4467********2765,2026-06-01,845,Yes,3,"5,000",2012-12-20,2023,No
C02942,578,Mastercard,Credit,5367********7385,2030-03-01,542,No,2,"25,000",2017-07-03,2023,No
C07709,2682,Visa,Credit,5231********3823,2027-05-01,638,Yes,4,"10,000",2018-08-20,2020,No
C05553,2642,Visa,Debit,5019********1988,2030-03-01,292,Yes,4,"10,000",2014-02-19,2019,No
C01049,2382,Mastercard,Credit,4600********2026,2030-06-01,185,Yes,2,"10,000",2014-10-16,2019,No
C01368,1447,Visa,Credit,5456********9360,2030-08-01,208,Yes,2,"10,000",2015-03-09,2023,No
C10224,2551,Mastercard,Debit,5909********3469,2025-11-01,326,Yes,1,"15,000",2021-02-19,2019,No
C11364,2248,Visa,Debit,4309********4612,2030-04-01,265,Yes,3,"10,000",2013-07-28,2019,No
C10647,1153,Visa,Debit,5447********1712,2025-12-01,347,Yes,2,"15,000",2021-12-19,2021,No
C10800,1777,Visa,Credit,5778********9901,2027-08-01,295,Yes,4,"15,000",2014-06-14,2022,No
C01700,10,Visa,Credit,4643********8747,2030-09-01,357,Yes,2,"5,000",2012-06-23,2021,No
C08912,1083,Mastercard,Debit,5491********1930,2027-11-01,536,Yes,1,"20,000",2012-08-08,2022,Yes
C03146,2760,Visa,Credit,5186********6797,2028-01-01,694,Yes,4,"20,000",2013-09-13,2023,No
C06201,2802,Visa,Credit,4323********6724,2028-12-01,743,Yes,2,"25,000",2021-10-03,2023,No
C00091,2545,American Express,Credit,5699********5082,2028-11-01,685,Yes,2,"10,000",2017-11-09,2023,Yes
C00194,2699,Mastercard,Credit,4301********8098,2027-10-01,358,Yes,3,"10,000",2010-12-02,2023,Yes
C06538,2341,Visa,Credit,4893********8821,2027-05-01,145,No,3,"15,000",2017-12-23,2019,No
C11760,71,Visa,Credit,5125********8878,2028-07-01,553,Yes,2,"10,000",2010-12-03,2019,No
C04296,2538,American Express,Debit,5979********9589,2026-11-01,532,Yes,1,"10,000",2012-11-13,2022,No
C10061,423,Mastercard,Credit,5029********2597,2030-07-01,556,Yes,4,"10,000",2011-12-14,2020,Yes
C10824,2065,Mastercard,Credit,4026********1369,2027-11-01,234,Yes,2,"20,000",2011-07-07,2022,No
C01819,8,Visa,Credit,5166********4440,2030-12-01,548,No,4,"20,000",2017-11-27,2023,No
C08238,2053,Mastercard,Debit,4747********7505,2027-08-01,521,No,3,"15,000",2022-10-25,2020,No
C04927,1645,Mastercard,Credit,5334********2385,2028-12-01,942,Yes,3,"10,000",2018-07-04,2022,No
C10154,2220,American Express,Credit,4389********6377,2027-06-01,281,Yes,4,"5,000",2010-06-09,2018,No
C01237,2541,American Express,Credit,5207********7924,2030-11-01,587,Yes,3,"15,000",2014-11-11,2020,No
C10658,223,Visa,Credit,4157********6071,2027-04-01,460,Yes,3,"10,000",2010-03-22,2018,No
C07005,2718,Mastercard,Credit,5459********5876,2025-03-01,387,Yes,2,"10,000",2014-11-22,2022,No
C04254,821,Mastercard,Credit,5888********1389,2028-04-01,197,Yes,4,"15,000",2013-12-10,2021,No
C03756,1362,Mastercard,Credit,4503********8877,2027-05-01,704,Yes,3,"20,000",2019-08-02,2022,No
C06608,2137,American Express,Debit,5241********7240,2030-02-01,918,Yes,3,"15,000",2012-06-10,2023,No
C01281,2094,American Express,Debit,4727********3874,2030-03-01,511,Yes,3,"15,000",2023-10-04,2020,No
C07085,119,Mastercard,Credit,5555********8956,2027-01-01,518,Yes,3,"20,000",2021-12-20,2021,No
C05679,1673,Visa,Credit,4048********2105,2026-08-01,590,Yes,2,"5,000",2012-11-26,2021,No
C09949,2321,Visa,Credit,4465********3329,2027-01-01,925,Yes,2,"10,000",2015-07-21,2022,No
C02282,2455,American Express,Debit,5806********1693,2029-11-01,212,Yes,4,"15,000",2020-11-25,2018,No
C07326,2335,American Express,Credit,5963********9059,2025-06-01,558,Yes,1,"5,000",2020-09-22,2020,No
C07574,1574,Mastercard,Credit,5367********6523,2029-09-01,183,Yes,1,"20,000",2011-02-17,2022,No
C08207,2777,Visa,Debit,4891********7494,2026-03-01,817,Yes,2,"5,000",2019-05-27,2023,No
C06740,2928,Visa,Credit,5987********7656,2025-12-01,451,No,4,"5,000",2010-05-18,2019,No
C05798,2497,Visa,Debit,4745********4881,2025-08-01,874,No,4,"25,000",2017-04-15,2022,No
C05143,494,Visa,Credit,4341********2567,2026-03-01,640,No,3,"20,000",2022-10-11,2020,No
C00927,356,American Express,Debit,4846********2073,2025-08-01,906,No,3,"10,000",2019-06-21,2019,No
C00697,1063,American Express,Debit,4207********5907,2028-12-01,168,Yes,3,"15,000",2013-08-26,2023,No
C01233,2021,Visa,Debit,5738********2063,2029-08-01,491,Yes,2,"5,000",2017-07-14,2020,No
C10236,1123,Mastercard,Credit,4797********8679,2027-04-01,207,Yes,1,"10,000",2023-03-02,2020,No
C04131,264,American Express,Debit,5227********6810,2028-06-01,789,Yes,3,"10,000",2018-07-14,2019,No
C07874,2200,Mastercard,Debit,4632********7390,2027-04-01,163,No,3,"15,000",2022-08-25,2023,No
C01263,2971,Visa,Credit,4749********9656,2025-12-01,693,Yes,3,"20,000",2014-04-10,2019,No
C00181,418,Mastercard,Credit,4961********3687,2030-01-01,951,No,2,"5,000",2011-05-15,2021,No
C07368,551,Visa,Credit,4052********4644,2027-08-01,532,Yes,4,"20,000",2016-07-13,2019,No
C10124,697,Visa,Credit,5520********3310,2030-06-01,723,Yes,2,"5,000",2016-05-15,2018,No
C08373,2637,Mastercard,Credit,5023********5041,2026-07-01,776,Yes,1,"15,000",2018-11-20,2019,No
C09912,386,Visa,Credit,4875********4913,2028-12-01,971,Yes,4,"15,000",2014-02-04,2023,No
C05715,2140,Mastercard,Credit,5330********7531,2028-10-01,324,Yes,1,"15,000",2011-11-12,2022,No
C09662,1380,Mastercard,Credit,4479********7007,2028-11-01,818,Yes,2,"25,000",2013-06-12,2022,No
C11322,2987,Visa,Credit,4248********2347,2026-03-01,137,Yes,1,"10,000",2013-08-27,2022,No
C05057,2889,American Express,Debit,5589********8358,2030-06-01,482,No,1,"15,000",2023-09-19,2018,No
C00653,2594,Visa,Debit,5268********1910,2030-11-01,663,Yes,3,"5,000",2022-05-06,2019,No
C09533,2765,American Express,Credit,5293********2427,2030-07-01,654,Yes,3,"25,000",2022-05-12,2020,No
C03251,1845,Visa,Debit,4580********4963,2027-05-01,814,Yes,3,"5,000",2018-03-03,2019,No
C05245,44,Mastercard,Debit,5144********2917,2026-04-01,954,Yes,1,"25,000",2019-10-24,2018,No
C10221,2104,Visa,Credit,4122********9642,2027-01-01,945,Yes,3,"10,000",2021-05-26,2020,No
C02992,1280,Visa,Credit,5820********8866,2027-11-01,640,Yes,1,"15,000",2016-09-14,2019,No
C05448,314,Visa,Debit,4752********6306,2029-08-01,508,Yes,1,"5,000",2021-04-27,2018,No
C03960,173,American Express,Credit,5931********9708,2025-09-01,306,Yes,4,"20,000",2012-01-22,2021,No
C10035,1576,American Express,Credit,4452********1557,2027-01-01,289,Yes,2,"25,000",2023-12-25,2023,No
C08088,718,Visa,Credit,4880********5229,2029-01-01,724,Yes,1,"15,000",2012-07-26,2023,No
C06230,2294,Visa,Debit,5653********7351,2025-07-01,255,Yes,3,"10,000",2020-05-08,2020,No
C11432,429,Mastercard,Debit,4050********6676,2030-01-01,599,Yes,1,"5,000",2018-11-18,2023,No
C00669,806,Mastercard,Debit,5005********2417,2028-05-01,176,Yes,1,"25,000",2011-01-15,2020,No
C02377,602,Visa,Credit,4427********2260,2025-05-01,766,Yes,4,"25,000",2013-10-11,2022,No
C10897,1293,Visa,Credit,5087********8108,2026-12-01,112,No,1,"5,000",2016-10-15,2023,No
C08288,1881,American Express,Credit,4471********7889,2029-08-01,136,Yes,4,"25,000",2020-08-28,2019,No
C03284,1463,Visa,Credit,4581********6480,2030-05-01,837,No,4,"15,000",2013-11-09,2020,No
C06825,1917,Visa,Credit,5851********2044,2029-01-01,388,Yes,2,"20,000",2014-09-27,2018,No
C06875,2195,Mastercard,Credit,5888********3929,2030-09-01,438,Yes,2,"20,000",2020-10-28,2023,Yes
C06807,759,American Express,Debit,4216********5074,2029-03-01,213,Yes,1,"15,000",2020-12-24,2019,No
C06418,2561,Visa,Credit,5857********7725,2029-09-01,955,No,4,"5,000",2015-11-15,2022,No
C08948,1090,Mastercard,Debit,5735********8120,2027-08-01,367,No,4,"20,000",2019-08-11,2021,No
C02716,949,Mastercard,Credit,5097********2247,2025-11-01,156,Yes,3,"5,000",2023-04-06,2018,No
C07540,2541,Visa,Credit,4216********5028,2025-09-01,896,Yes,4,"10,000",2023-10-13,2023,No
C09706,1686,American Express,Credit,4456********6072,2029-07-01,589,Yes,3,"15,000",2022-05-14,2018,No
C02133,526,Visa,Credit,5850********4012,2030-07-01,105,Yes,1,"20,000",2022-12-21,2019,No
C02700,676,Mastercard,Debit,5012********5999,2027-03-01,954,Yes,2,"20,000",2022-01-14,2018,Yes
C07909,2602,Mastercard,Credit,5001********7967,2030-03-01,122,Yes,1,"10,000",2013-05-26,2023,No
C04696,1318,Mastercard,Credit,4338********3178,2026-06-01,651,Yes,1,"10,000",2019-02-24,2023,No
C02547,1320,Mastercard,Credit,4109********3529,2027-07-01,743,Yes,3,"20,000",2016-01-05,2021,No
C00999,2640,Mastercard,Debit,4363********1883,2030-10-01,629,Yes,1,"25,000",2012-12-18,2020,No
C07649,2982,Visa,Credit,5926********4256,2026-10-01,953,Yes,4,"15,000",2016-01-10,2021,No
C03315,797,Mastercard,Debit,5095********8818,2028-09-01,354,Yes,1,"5,000",2013-08-03,2019,No
C09825,2454,Visa,Credit,5011********2176,2029-03-01,747,Yes,1,"20,000",2021-07-16,2018,No
C02064,360,Mastercard,Credit,4277********1220,2028-10-01,627,Yes,1,"10,000",2018-02-20,2021,Yes
C05888,508,Visa,Debit,4986********2279,2030-07-01,659,Yes,3,"20,000",2018-05-07,2020,No
C10395,1349,Mastercard,Credit,4386********2943,2030-08-01,737,Yes,1,"10,000",2022-05-07,2019,No
C05609,2427,Mastercard,Credit,5871********6595,2029-05-01,472,Yes,3,"10,000",2013-04-19,2023,No
C06325,2328,Visa,Debit,4052********4774,2029-04-01,249,Yes,4,"20,000",2017-06-01,2018,No
C09052,583,Mastercard,Debit,5041********7067,2028-05-01,319,No,3,"10,000",2021-04-25,2022,No
C10404,1,Visa,Credit,4687********1520,2025-02-01,901,No,3,"10,000",2014-07-13,2019,No
C05511,1636,Visa,Debit,5849********6044,2029-11-01,651,Yes,2,"25,000",2015-03-13,2018,No
C08482,2510,Visa,Credit,4170********1505,2029-07-01,203,Yes,1,"5,000",2018-05-14,2022,No
C11073,799,Mastercard,Credit,5445********7132,2030-12-01,796,Yes,2,"10,000",2013-05-26,2019,Yes
C00516,2896,Visa,Debit,5953********1049,2029-11-01,535,No,4,"15,000",2011-06-09,2020,No
C03190,1160,Mastercard,Credit,5854********6111,2025-04-01,243,Yes,3,"10,000",2015-06-26,2023,No
C09242,1748,Visa,Credit,4416********5841,2028-06-01,973,Yes,2,"10,000",2012-09-17,2020,No
C08340,2551,Visa,Credit,4122********7195,2029-07-01,792,Yes,1,"10,000",2022-03-23,2020,No
C02935,939,Visa,Debit,5706********6845,2027-10-01,497,Yes,3,"10,000",2013-03-08,2023,No
C08627,967,Mastercard,Credit,5466********5237,2026-09-01,841,No,1,"25,000",2014-12-20,2021,Yes
C04813,2770,Mastercard,Credit,5609********2816,2028-05-01,476,No,1,"25,000",2023-04-23,2019,No
C01123,1695,American Express,Credit,4768********7509,2028-01-01,266,Yes,4,"10,000",2015-11-26,2019,No
C10890,472,American Express,Credit,4315********6199,2025-09-01,544,No,3,"5,000",2010-02-22,2022,No
C08968,2912,Mastercard,Debit,5526********3581,2030-05-01,721,Yes,4,"20,000",2019-07-07,2020,No
C05120,2876,American Express,Credit,4306********2035,2027-08-01,615,Yes,1,"20,000",2020-03-03,2022,No
C11333,838,Mastercard,Debit,4612********1192,2030-10-01,942,No,2,"15,000",2013-11-09,2019,No
C00286,2058,Mastercard,Credit,4911********5392,2029-01-01,850,Yes,4,"15,000",2021-05-09,2018,No
C03679,1194,Visa,Credit,4651********2453,2027-04-01,774,Yes,4,"10,000",2012-02-20,2023,No
C08253,2297,Mastercard,Credit,5196********5553,2028-10-01,504,Yes,1,"10,000",2013-01-04,2018,No
C11636,1904,Visa,Credit,5037********5913,2028-04-01,490,Yes,2,"20,000",2017-11-18,2019,No
C07192,2154,Mastercard,Credit,4964********5181,2025-04-01,805,Yes,2,"20,000",2011-11-25,2023,No
C09809,524,Mastercard,Debit,4276********7917,2026-01-01,114,No,2,"25,000",2020-04-28,2020,No
C10485,1357,Mastercard,Credit,4572********2468,2030-12-01,404,No,4,"20,000",2017-07-06,2022,No
C01250,1871,Visa,Debit,4173********2048,2025-03-01,333,Yes,1,"5,000",2010-11-20,2023,No
C04715,1091,Mastercard,Credit,4637********6652,2029-03-01,873,Yes,2,"15,000",2014-06-03,2023,No
C06179,2230,American Express,Credit,5901********9154,2027-01-01,431,Yes,2,"15,000",2013-01-21,2021,No
C04047,659,Visa,Credit,5530********6533,2029-06-01,592,Yes,3,"20,000",2021-11-27,2023,No
C03261,1005,American Express,Credit,5474********8020,2027-06-01,600,No,2,"20,000",2010-08-04,2022,No
C04555,2330,Visa,Credit,4137********2017,2025-10-01,630,Yes,2,"10,000",2021-10-18,2019,No
C06984,1706,Visa,Credit,4703********8404,2030-01-01,928,Yes,1,"20,000",2023-05-19,2021,No
C04879,224,Visa,Credit,4243********7860,2028-10-01,435,Yes,2,"20,000",2015-12-17,2022,No
C08484,2449,Visa,Credit,5389********1067,2030-11-01,447,Yes,1,"15,000",2012-01-14,2018,No
C03194,1994,Mastercard,Credit,5569********7206,2025-10-01,525,No,2,"20,000",2016-02-14,2021,No
C06455,173,Mastercard,Credit,4775********4569,2029-12-01,585,Yes,2,"5,000",2020-10-07,2019,No
C03749,1308,Visa,Debit,4325********9162,2026-02-01,912,Yes,2,"10,000",2011-03-27,2018,No
C00574,534,Visa,Credit,4443********9407,2029-06-01,239,No,4,"15,000",2017-03-03,2019,No
C00832,2091,Mastercard,Credit,4238********8966,2026-05-01,842,Yes,4,"20,000",2017-03-20,2023,No
C04007,1907,American Express,Credit,4269********5468,2028-04-01,687,Yes,1,"20,000",2017-05-11,2018,No
C00354,1545,Visa,Credit,5112********3914,2028-10-01,808,Yes,1,"5,000",2022-04-07,2019,No
C02763,2353,Mastercard,Credit,4406********7108,2029-02-01,824,Yes,3,"5,000",2013-06-22,2019,Yes
C07158,497,Mastercard,Credit,4464********5362,2027-02-01,748,No,3,"20,000",2020-09-07,2018,No
C00780,2608,Mastercard,Credit,4824********6550,2026-07-01,292,Yes,3,"5,000",2015-03-20,2018,No
C04096,1783,Visa,Debit,4240********5977,2025-10-01,293,Yes,3,"25,000",2023-04-17,2020,No
C00809,2887,Visa,Debit,5458********2823,2028-06-01,773,No,2,"15,000",2021-08-04,2019,Yes
C03181,143,Mastercard,Credit,5625********6947,2030-04-01,323,Yes,2,"15,000",2020-09-05,2023,No
C06915,869,Visa,Debit,5218********9807,2029-06-01,794,Yes,3,"5,000",2010-02-27,2019,No
C06742,239,Mastercard,Credit,4689********2997,2025-09-01,514,Yes,3,"10,000",2021-11-17,2020,No
C11705,1816,Visa,Debit,5397********5301,2030-11-01,473,No,1,"20,000",2019-10-12,2018,No
C03353,1769,Visa,Credit,5964********8004,2025-03-01,944,Yes,1,"20,000",2017-05-03,2020,No
C02564,2191,Mastercard,Credit,5146********8699,2028-08-01,261,No,4,"5,000",2012-01-15,2019,No
C07098,2454,American Express,Credit,5485********4826,2029-10-01,166,Yes,1,"15,000",2023-03-28,2022,No
C11813,74,Visa,Credit,5507********1511,2026-04-01,647,Yes,3,"10,000",2023-12-22,2019,No
C04574,257,American Express,Credit,5721********7043,2026-02-01,582,Yes,2,"5,000",2014-10-05,2022,No
C05711,1120,Visa,Credit,4955********2195,2028-12-01,858,Yes,2,"20,000",2015-11-16,2023,No
C07411,2160,Mastercard,Credit,4129********4904,2026-06-01,648,Yes,2,"20,000",2010-12-24,2020,No
C00452,2918,Visa,Credit,4123********2384,2028-10-01,699,Yes,3,"15,000",2023-04-06,2019,No
C02832,282,Visa,Credit,5255********1407,2025-02-01,817,Yes,3,"10,000",2013-07-27,2018,No
C02553,76,Mastercard,Debit,4429********2083,2029-10-01,756,Yes,2,"10,000",2023-06-13,2023,No
C01708,936,Mastercard,Credit,5505********1237,2030-12-01,758,Yes,1,"5,000",2013-03-20,2020,Yes
C06895,2269,Mastercard,Debit,5908********2911,2025-02-01,152,Yes,3,"20,000",2011-08-09,2020,Yes
C07233,1071,Mastercard,Credit,5047********4535,2025-03-01,474,No,2,"15,000",2016-11-09,2018,No
C09230,1204,Mastercard,Credit,4884********5429,2025-04-01,183,Yes,3,"20,000",2017-03-28,2019,No
C04827,1329,Mastercard,Credit,4677********5542,2030-06-01,132,Yes,4,"5,000",2023-07-27,2023,No
C08318,1600,Mastercard,Credit,5544********8433,2028-09-01,748,No,4,"20,000",2010-03-01,2022,No
C11802,918,Visa,Debit,4592********8270,2027-10-01,451,Yes,3,"5,000",2014-04-26,2021,No
C11240,1596,Visa,Debit,4243********1906,2029-10-01,435,Yes,4,"10,000",2015-11-11,2021,No
C06928,200,Mastercard,Credit,4508********4299,2025-05-01,251,Yes,2,"5,000",2019-05-12,2019,No
C01457,2563,Mastercard,Credit,5796********3791,2029-02-01,188,Yes,4,"10,000",2017-11-23,2022,No
C04299,2219,Visa,Debit,5436********1757,2026-07-01,536,Yes,3,"15,000",2015-04-12,2021,No
C07703,2140,Visa,Credit,5726********2359,2025-10-01,777,Yes,2,"15,000",2013-02-19,2022,No
C04596,919,Mastercard,Credit,5877********2744,2025-03-01,291,Yes,3,"20,000",2018-12-28,2022,No
C05436,1335,Visa,Debit,4814********1382,2029-03-01,937,Yes,4,"5,000",2023-07-18,2019,No
C08415,1299,Visa,Debit,4649********4718,2025-10-01,167,Yes,1,"5,000",2014-01-14,2018,No
